input_text,target_text
he play dog mall,He plays with the dog at the mall
they need game busy,They need a quick game
mom watch game beach,Mom watches a game on the beach
dad buy shirt park,Dad buys a shirt at the park
friend run school happy,Your friend runs to school happily
teacher eat apple home,The teacher eats an apple at home
i like phone cold,I like a cool phone
you call dad city,You call dad from the city
she need shirt beach,She needs a shirt at the beach
he see movie park,He sees a movie in the park
we go home fun,We go home for fun
they watch lunch store,They watch lunch at the store
sister buy lunch mall,Sister buys lunch at the mall
brother go beach tired,Brother goes to the beach tiredly
neighbor eat food home,The neighbor eats food at home
kid play game park,The kid plays a game in the park
eat lunch beach,Eat lunch at the beach
buy book store,Buy a book at the store
call mom home,Call mom from home
watch dog mall,Watch the dog at the mall
i go park happy,I go to the park happily
you eat dinner busy,You eat dinner busily
she like coffee fun,She likes a fun coffee
we need book city,We need a book in the city
he play ball beach,He plays with the ball on the beach
they see game home,They see a game at home
mom run city tired,Mom runs in the city tiredly
dad watch movie store,Dad watches a movie at the store
friend buy phone park,Your friend buys a phone at the park
teacher go kitchen fun,The teacher goes to the kitchen for fun
i eat apple mall,I eat an apple at the mall
you see shirt beach,You see a shirt at the beach
she go mall busy,She goes to the mall busily
he watch game home,He watches a game at home
we play phone beach,We play on the phone at the beach
they eat lunch park,They eat lunch in the park
mom buy coffee city,Mom buys coffee in the city
dad see dog beach,Dad sees a dog on the beach
friend go park fun,Your friend goes to the park for fun
teacher run home happy,The teacher runs home happily
i need shirt tired,I need a shirt tiredly
you call sister store,You call your sister from the store
she like book new,She likes a new book
he go city fun,He goes to the city for fun
we eat food mall,We eat food at the mall
they see shirt home,They see a shirt at home
sister buy game park,Sister buys a game at the park
brother watch lunch mall,Brother watches lunch at the mall
neighbor go school busy,The neighbor goes to school busily
kid eat breakfast home,The kid eats breakfast at home
go beach,Go to the beach
buy lunch city,Buy lunch in the city
watch movie park,Watch a movie in the park
help brother beach,Help your brother at the beach
i want game busy,I want a quick game
you see dog mall,You see a dog at the mall
she play ball kitchen,She plays with the ball in the kitchen
we go store happy,We go to the store happily
he need lunch fun,He needs a fun lunch
they watch game city,They watch a game in the city
mom eat apple store,Mom eats an apple at the store
dad buy book beach,Dad buys a book at the beach
friend run park tired,Your friend runs in the park tiredly
teacher see phone home,The teacher sees a phone at home
i like coffee busy,I like a quick coffee
you call mom park,You call mom from the park
she need shirt city,She needs a shirt in the city
he go park happy,He goes to the park happily
we eat lunch beach,We eat lunch at the beach
they see book store,They see a book at the store
sister go home fun,Sister goes home for fun
brother play dog mall,Brother plays with the dog at the mall
neighbor watch movie park,The neighbor watches a movie in the park
kid run city busy,The kid runs in the city busily
eat dinner mall,Eat dinner at the mall
buy shirt beach,Buy a shirt at the beach
call dad store,Call dad from the store
watch lunch home,Watch lunch at home
i go kitchen tired,I go to the kitchen tiredly
you eat food fun,You eat food for fun
she want phone busy,She wants a quick phone
we play game store,We play a game at the store
he see game beach,He sees a game on the beach
they buy lunch home,They buy lunch for home
mom watch dog city,Mom watches a dog in the city
dad play ball park,Dad plays with the ball in the park
friend go school happy,Your friend goes to school happily
teacher eat food mall,The teacher eats food at the mall
i run home fun,I run home for fun
you need book beach,You need a book at the beach
she call dad store,She calls dad from the store
he like shirt fun,He likes a fun shirt
we go park busy,We go to the park busily
they eat breakfast store,They eat breakfast at the store
sister see movie beach,Sister sees a movie on the beach
brother buy shirt city,Brother buys a shirt in the city
neighbor run mall happy,The neighbor runs to the mall happily
kid watch phone park,The kid watches a phone in the park
go mall,Go to the mall
buy coffee park,Buy coffee at the park
watch shirt beach,Watch a shirt at the beach
help mom store,Help mom at the store
i want lunch tired,I want lunch tiredly
you see game city,You see a game in the city
she eat lunch home,She eats lunch at home
we play dog kitchen,We play with the dog in the kitchen
he need game park,He needs a game at the park
they watch movie mall,They watch a movie at the mall
mom go beach fun,Mom goes to the beach for fun
dad eat apple home,Dad eats an apple at home
friend buy lunch park,Your friend buys lunch at the park
teacher see dog beach,The teacher sees a dog on the beach
i like game cold,I like a cool game
you call sister home,You call your sister at home
she need coffee mall,She needs coffee at the mall
he go store busy,He goes to the store
we eat food city,We eat food in the city
they see shirt mall,They see a shirt at the mall
sister run park happy,Sister runs in the park happily
brother watch game store,Brother watches a game at the store
neighbor go home tired,The neighbor goes home tiredly
kid eat dinner beach,The kid eats dinner at the beach
eat lunch park,Eat lunch in the park
buy book city,Buy a book in the city
call mom beach,Call mom from the beach
watch game home,Watch a game at home
i go school fun,I go to school for fun
you eat breakfast tired,You eat breakfast tiredly
she want shirt new,She wants a new shirt
we need phone beach,We need a phone at the beach
he play ball mall,He plays with the ball at the mall
they see dog park,They see a dog in the park
mom buy shirt home,Mom buys a shirt for home
dad watch movie city,Dad watches a movie in the city
friend eat lunch beach,Your friend eats lunch at the beach
teacher go park fun,The teacher goes to the park for fun
i play game mall,I play a game at the mall
you see dog store,You see a dog at the store
she need book city,She needs a book in the city
he run park happy,He runs in the park happily
we call mom beach,We call mom from the beach
they like lunch fun,They like a fun lunch
sister go school tired,Sister goes to school tiredly
brother eat apple mall,Brother eats an apple at the mall
neighbor watch ball home,The neighbor watches a ball at home
kid buy coffee park,The kid buys coffee at the park
go beach,Go to the beach
buy lunch mall,Buy lunch at the mall
watch shirt park,Watch a shirt in the park
help brother city,Help your brother in the city
i want phone new,I want a new phone
you eat food beach,You eat food at the beach
she play ball home,She plays with the ball at home
we go kitchen happy,We go to the kitchen happily
he need shirt store,He needs a shirt at the store
